<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
btcUSD;D;20191120;000000;8123.3600000;8222.4100000;8030.0500000;8082.9600000
btcUSD;D;20191121;000000;8082.9700000;8114.9700000;7374.5000000;7616.4600000
btcUSD;D;20191122;000000;7616.4800000;7720.0000000;6775.4700000;7283.0300000
btcUSD;D;20191123;000000;7283.1900000;7361.4100000;7102.2100000;7329.2900000
btcUSD;D;20191124;000000;7329.2900000;7344.0000000;6865.0000000;6908.6400000
btcUSD;D;20191125;000000;6908.6400000;7379.9900000;6526.0000000;7127.0100000
btcUSD;D;20191126;000000;7127.0100000;7340.5900000;7021.8400000;7162.6700000
btcUSD;D;20191127;000000;7162.6700000;7678.7600000;6850.0000000;7523.7200000
btcUSD;D;20191128;000000;7524.7300000;7660.8200000;7370.6200000;7432.4100000
btcUSD;D;20191129;000000;7432.4100000;7870.1000000;7411.0000000;7760.0000000
btcUSD;D;20191130;000000;7759.9900000;7820.0000000;7453.0000000;7555.9200000
btcUSD;D;20191201;000000;7555.9200000;7555.9200000;7237.1600000;7381.9800000
